UserId,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,UserSegment
5733,1274,7,11,1,2,1,4,Lost
5850,560,6,16,2,1,2,5,Lost
6555,155,65,261,4,5,5,14,Champions
6702,13,67,221,5,5,5,15,Champions
6858,617,9,9,2,2,1,5,Lost
7452,103,48,84,4,5,4,13,Champions
7568,5331,5,6,1,1,1,3,Lost
7845,152,75,119,4,5,4,13,Champions
8018,548,35,50,2,4,3,9,At Risk
8295,11,8,31,5,2,2,9,Promising
8369,2690,16,33,1,3,3,7,Casual Users
8456,543,6,12,2,1,1,4,Lost
9146,2536,6,13,1,1,1,3,Lost
9214,2306,11,23,1,2,2,5,Lost
9750,168,8,16,3,2,2,7,Casual Users
9829,227,11,18,3,2,2,7,Casual Users
9911,796,40,110,2,4,4,10,At Risk
9954,436,38,44,3,4,3,10,Loyal Users
10087,245,5,12,3,1,1,5,Casual Users
10125,24,35,103,5,4,4,13,Champions
10127,126,35,88,4,4,4,12,Champions
10355,98,87,348,4,5,5,14,Champions
10432,10,91,270,5,5,5,15,Champions
10631,130,30,53,4,4,3,11,Loyal Users
11318,7,25,70,5,4,4,13,Champions
11720,341,26,118,3,4,4,11,Loyal Users
11938,4840,6,19,1,1,2,4,Lost
12154,217,53,153,3,5,5,13,Loyal Users
13337,130,6,23,4,1,2,7,Promising
13484,1595,6,8,1,1,1,3,Lost
24,865,23,69,2,4,4,10,At Risk
160,7,120,292,5,5,5,15,Champions
818,6,17,17,5,3,2,10,Loyal Users
893,235,19,40,3,3,3,9,Loyal Users
1071,10,126,278,5,5,5,15,Champions
1078,2046,6,6,1,1,1,3,Lost
1103,173,25,81,3,4,4,11,Loyal Users
1501,719,22,45,2,4,3,9,At Risk
1558,546,5,28,2,1,2,5,Lost
2689,112,8,11,4,2,1,7,Promising
3153,2658,6,9,1,1,1,3,Lost
3290,734,5,21,2,1,2,5,Lost
3337,692,6,6,2,1,1,4,Lost
3365,783,24,33,2,4,3,9,At Risk
3801,886,30,48,2,4,3,9,At Risk
3882,274,35,61,3,4,3,10,Loyal Users
3899,280,12,17,3,3,2,8,Loyal Users
4055,415,12,82,3,3,4,10,Loyal Users
4278,547,8,15,2,2,1,5,Lost
4413,1261,9,10,1,2,1,4,Lost
4819,126,41,100,4,4,4,12,Champions
4891,165,29,78,4,4,4,12,Champions
4915,135,20,94,4,3,4,11,Loyal Users
5027,16,46,91,5,5,4,14,Champions
5629,80,33,49,4,4,3,11,Loyal Users
5893,282,6,32,3,1,3,7,Casual Users
5958,121,37,117,4,4,4,12,Champions
6159,3529,8,9,1,2,1,4,Lost
6232,265,102,166,3,5,5,13,Loyal Users
6263,2,128,390,5,5,5,15,Champions
6486,179,60,432,3,5,5,13,Loyal Users
6749,85,49,99,4,5,4,13,Champions
7013,406,22,42,3,4,3,10,Loyal Users
7194,105,47,140,4,5,4,13,Champions
7338,2523,5,6,1,1,1,3,Lost
7698,425,12,14,3,3,1,7,Loyal Users
8033,443,8,17,3,2,2,7,Casual Users
8056,38,53,163,5,5,5,15,Champions
8074,113,9,46,4,2,3,9,Promising
8098,661,13,151,2,3,5,10,Casual Users
8125,38,111,323,5,5,5,15,Champions
8129,139,13,70,4,3,4,11,Loyal Users
8197,61,40,196,5,4,5,14,Champions
8459,124,116,572,4,5,5,14,Champions
8642,533,12,20,2,3,2,7,Casual Users
8881,182,160,531,3,5,5,13,Loyal Users
9479,116,17,38,4,3,3,10,Loyal Users
10490,1571,6,11,1,1,1,3,Lost
10812,833,25,151,2,4,5,11,At Risk
10960,653,8,30,2,2,2,6,Lost
11051,151,46,180,4,5,5,14,Champions
11266,30,45,113,5,4,4,13,Champions
11349,447,9,12,3,2,1,6,Casual Users
11535,7,104,326,5,5,5,15,Champions
11681,110,7,21,4,2,2,8,Promising
11688,40,92,140,5,5,4,14,Champions
12048,68,20,39,5,3,3,11,Loyal Users
12124,101,57,150,4,5,5,14,Champions
12283,566,13,37,2,3,3,8,Casual Users
12470,12,130,189,5,5,5,15,Champions
13149,129,33,95,4,4,4,12,Champions
13274,543,28,50,2,4,3,9,At Risk
70,1597,11,60,1,2,3,6,Lost
408,234,16,86,3,3,4,10,Loyal Users
921,603,6,7,2,1,1,4,Lost
1003,120,8,22,4,2,2,8,Promising
1454,2845,18,38,1,3,3,7,Casual Users
1479,3612,41,59,1,4,3,8,At Risk
1709,822,13,18,2,3,2,7,Casual Users
1897,48,9,16,5,2,2,9,Promising
2234,978,9,14,2,2,1,5,Lost
2260,499,7,9,2,2,1,5,Lost
2715,1063,10,45,2,2,3,7,Lost
2846,408,20,35,3,3,3,9,Loyal Users
3035,235,13,18,3,3,2,8,Loyal Users
3096,2570,15,32,1,3,3,7,Casual Users
3219,231,90,213,3,5,5,13,Loyal Users
3259,1895,8,8,1,2,1,4,Lost
3437,973,38,81,2,4,4,10,At Risk
3693,137,15,23,4,3,2,9,Loyal Users
3755,486,58,278,2,5,5,12,At Risk
3842,1688,20,59,1,3,3,7,Casual Users
3973,37,36,101,5,4,4,13,Champions
4099,1150,15,83,2,3,4,9,Casual Users
4400,350,11,17,3,2,2,7,Casual Users
4970,132,33,65,4,4,4,12,Champions
5128,2544,10,18,1,2,2,5,Lost
5177,41,81,493,5,5,5,15,Champions
5207,104,7,38,4,2,3,9,Promising
5273,5576,5,28,1,1,2,4,Lost
5762,1277,22,31,1,4,2,7,At Risk
5957,2685,12,23,1,3,2,6,Casual Users
6012,412,31,62,3,4,3,10,Loyal Users
6164,4617,70,151,1,5,5,11,At Risk
6287,900,10,30,2,2,2,6,Lost
6644,962,5,12,2,1,1,4,Lost
6923,112,11,29,4,2,2,8,Promising
6957,527,5,12,2,1,1,4,Lost
7049,2720,8,12,1,2,1,4,Lost
7332,1733,12,12,1,3,1,5,Casual Users
7511,134,24,169,4,4,5,13,Champions
7548,129,8,14,4,2,1,7,Promising
8219,3188,6,23,1,1,2,4,Lost
8613,120,42,116,4,4,4,12,Champions
8819,4658,6,10,1,1,1,3,Lost
9024,118,45,104,4,4,4,12,Champions
9043,4,143,353,5,5,5,15,Champions
9190,178,6,22,3,1,2,6,Casual Users
9227,862,28,46,2,4,3,9,At Risk
9580,116,43,110,4,4,4,12,Champions
9866,15,83,158,5,5,5,15,Champions
9929,596,5,14,2,1,1,4,Lost
10065,143,27,129,4,4,4,12,Champions
10750,1189,19,43,2,3,3,8,Casual Users
10753,360,28,242,3,4,5,12,Loyal Users
10938,1273,5,18,1,1,2,4,Lost
11008,34,6,6,5,1,1,7,Promising
11351,140,83,117,4,5,4,13,Champions
11386,112,44,60,4,4,3,11,Loyal Users
11772,281,21,85,3,3,4,10,Loyal Users
12156,2167,5,6,1,1,1,3,Lost
12266,97,13,123,4,3,4,11,Loyal Users
12394,1830,25,41,1,4,3,8,At Risk
12707,29,34,85,5,4,4,13,Champions
12856,1015,8,11,2,2,1,5,Lost
12902,142,33,244,4,4,5,13,Champions
12923,35,111,382,5,5,5,15,Champions
13502,133,11,17,4,2,2,8,Promising
13588,26,30,38,5,4,3,12,Loyal Users
62,101,62,164,4,5,5,14,Champions
121,1065,5,10,2,1,1,4,Lost
125,104,7,12,4,2,1,7,Promising
396,995,27,154,2,4,5,11,At Risk
730,978,7,29,2,2,2,6,Lost
1453,826,84,155,2,5,5,12,At Risk
1799,6,54,146,5,5,4,14,Champions
1907,101,17,30,4,3,2,9,Loyal Users
1912,262,34,38,3,4,3,10,Loyal Users
2075,106,103,194,4,5,5,14,Champions
2505,4861,9,28,1,2,2,5,Lost
2529,2585,7,10,1,2,1,4,Lost
2551,454,18,29,3,3,2,8,Loyal Users
3091,16,18,44,5,3,3,11,Loyal Users
3204,299,19,34,3,3,3,9,Loyal Users
3265,35,136,515,5,5,5,15,Champions
3267,432,32,38,3,4,3,10,Loyal Users
3514,2811,5,15,1,1,1,3,Lost
3560,998,19,50,2,3,3,8,Casual Users
3580,18,115,570,5,5,5,15,Champions
3678,120,93,158,4,5,5,14,Champions
3751,122,34,117,4,4,4,12,Champions
3906,276,16,30,3,3,2,8,Loyal Users
3909,851,7,22,2,2,2,6,Lost
4250,103,27,45,4,4,3,11,Loyal Users
4332,306,48,81,3,5,4,12,Loyal Users
4432,132,37,72,4,4,4,12,Champions
4654,87,19,35,4,3,3,10,Loyal Users
4767,418,11,33,3,2,3,8,Casual Users
4880,26,48,90,5,5,4,14,Champions
5143,2613,20,25,1,3,2,6,Casual Users
5434,842,5,11,2,1,1,4,Lost
5635,671,5,7,2,1,1,4,Lost
5904,6,25,98,5,4,4,13,Champions
6380,118,21,49,4,3,3,10,Loyal Users
6494,2287,8,19,1,2,2,5,Lost
6547,44,41,122,5,4,4,13,Champions
6823,169,13,14,3,3,1,7,Loyal Users
7263,8,33,35,5,4,3,12,Loyal Users
7652,1248,8,33,2,2,3,7,Lost
8118,1145,11,46,2,2,3,7,Lost
8331,425,15,37,3,3,3,9,Loyal Users
8483,7,16,37,5,3,3,11,Loyal Users
8508,12,66,115,5,5,4,14,Champions
8584,5,5,30,5,1,2,8,Promising
9310,463,32,83,3,4,4,11,Loyal Users
9510,388,16,45,3,3,3,9,Loyal Users
9595,1488,9,10,1,2,1,4,Lost
9899,284,8,11,3,2,1,6,Casual Users
9971,2950,5,10,1,1,1,3,Lost
10474,593,17,33,2,3,3,8,Casual Users
10641,441,27,53,3,4,3,10,Loyal Users
10696,31,28,118,5,4,4,13,Champions
10770,110,24,58,4,4,3,11,Loyal Users
11101,1715,6,10,1,1,1,3,Lost
11126,110,35,90,4,4,4,12,Champions
11495,525,12,33,2,3,3,8,Casual Users
11579,500,14,27,2,3,2,7,Casual Users
11620,296,20,34,3,3,3,9,Loyal Users
11820,378,18,41,3,3,3,9,Loyal Users
11867,163,7,22,4,2,2,8,Promising
12397,4662,5,6,1,1,1,3,Lost
12398,551,5,16,2,1,2,5,Lost
12492,4,82,223,5,5,5,15,Champions
13001,1124,17,33,2,3,3,8,Casual Users
13042,178,11,84,3,2,4,9,Casual Users
13338,1,126,193,5,5,5,15,Champions
156,62,35,135,5,4,4,13,Champions
351,1656,12,15,1,3,1,5,Casual Users
480,284,7,12,3,2,1,6,Casual Users
1592,611,9,19,2,2,2,6,Lost
1666,801,5,5,2,1,1,4,Lost
1853,79,49,389,4,5,5,14,Champions
2050,933,5,7,2,1,1,4,Lost
2812,3658,5,8,1,1,1,3,Lost
2878,2713,14,38,1,3,3,7,Casual Users
3391,74,50,97,4,5,4,13,Champions
3576,311,15,45,3,3,3,9,Loyal Users
3591,2556,7,11,1,2,1,4,Lost
4053,1325,6,54,1,1,3,5,Lost
4067,39,18,28,5,3,2,10,Loyal Users
4255,232,5,23,3,1,2,6,Casual Users
4471,91,10,77,4,2,4,10,Promising
4590,500,23,97,2,4,4,10,At Risk
4704,426,130,153,3,5,5,13,Loyal Users
4747,44,46,154,5,5,5,15,Champions
4938,4935,5,15,1,1,1,3,Lost
4998,70,35,106,4,4,4,12,Champions
5197,6,152,677,5,5,5,15,Champions
5259,964,5,5,2,1,1,4,Lost
5313,125,78,172,4,5,5,14,Champions
6173,417,6,25,3,1,2,6,Casual Users
6806,1572,10,15,1,2,1,4,Lost
6870,110,12,82,4,3,4,11,Loyal Users
6973,155,38,105,4,4,4,12,Champions
7060,2433,5,12,1,1,1,3,Lost
7121,229,39,113,3,4,4,11,Loyal Users
7201,28,12,25,5,3,2,10,Loyal Users
7512,4368,7,55,1,2,3,6,Lost
7569,464,22,27,3,4,2,9,Loyal Users
7700,1,49,151,5,5,5,15,Champions
8457,127,10,113,4,2,4,10,Promising
8540,187,55,254,3,5,5,13,Loyal Users
8725,421,41,119,3,4,4,11,Loyal Users
8745,592,26,44,2,4,3,9,At Risk
8808,3847,6,10,1,1,1,3,Lost
8810,1727,13,36,1,3,3,7,Casual Users
8875,3132,12,51,1,3,3,7,Casual Users
9281,122,8,11,4,2,1,7,Promising
9506,1691,9,18,1,2,2,5,Lost
9546,163,13,26,4,3,2,9,Loyal Users
10159,112,53,113,4,5,4,13,Champions
10279,267,10,136,3,2,4,9,Casual Users
10584,75,98,634,4,5,5,14,Champions
10955,1473,7,19,1,2,2,5,Lost
11303,269,82,401,3,5,5,13,Loyal Users
12369,112,9,12,4,2,1,7,Promising
12672,16,21,42,5,3,3,11,Loyal Users
12684,44,102,330,5,5,5,15,Champions
12814,426,21,51,3,3,3,9,Loyal Users
13171,141,13,25,4,3,2,9,Loyal Users
13185,9,41,92,5,4,4,13,Champions
13444,975,9,16,2,2,2,6,Lost
143,240,36,93,3,4,4,11,Loyal Users
219,893,5,35,2,1,3,6,Lost
697,221,26,212,3,4,5,12,Loyal Users
967,72,10,15,4,2,1,7,Promising
1083,1710,21,44,1,3,3,7,Casual Users
1099,852,5,17,2,1,2,5,Lost
1336,154,18,61,4,3,3,10,Loyal Users
1610,162,28,71,4,4,4,12,Champions
1679,377,39,75,3,4,4,11,Loyal Users
2207,371,30,67,3,4,4,11,Loyal Users
2408,163,19,114,4,3,4,11,Loyal Users
2820,1457,14,45,1,3,3,7,Casual Users
3106,525,11,22,2,2,2,6,Lost
3530,181,30,154,3,4,5,12,Loyal Users
3564,10,46,84,5,5,4,14,Champions
3828,15,38,95,5,4,4,13,Champions
4069,2558,5,19,1,1,2,4,Lost
4231,57,112,405,5,5,5,15,Champions
4686,3003,5,9,1,1,1,3,Lost
4705,1026,5,10,2,1,1,4,Lost
4708,413,38,55,3,4,3,10,Loyal Users
4951,1112,6,20,2,1,2,5,Lost
5196,1,8,10,5,2,1,8,Promising
5224,233,7,25,3,2,2,7,Casual Users
5253,3740,5,25,1,1,2,4,Lost
5479,416,6,37,3,1,3,7,Casual Users
5978,23,16,74,5,3,4,12,Loyal Users
6549,3092,11,31,1,2,2,5,Lost
6577,13,17,41,5,3,3,11,Loyal Users
6635,209,58,217,3,5,5,13,Loyal Users
6643,101,25,132,4,4,4,12,Champions
6851,451,7,12,3,2,1,6,Casual Users
7252,127,37,428,4,4,5,13,Champions
7294,534,11,12,2,2,1,5,Lost
7673,1363,14,55,1,3,3,7,Casual Users
7751,1671,6,7,1,1,1,3,Lost
8064,18,34,158,5,4,5,14,Champions
8505,1221,37,121,2,4,4,10,At Risk
9045,283,18,20,3,3,2,8,Loyal Users
9251,1240,5,8,2,1,1,4,Lost
9534,604,9,37,2,2,3,7,Lost
9682,10,19,34,5,3,3,11,Loyal Users
9830,3399,28,71,1,4,4,9,At Risk
9835,2611,8,9,1,2,1,4,Lost
10153,540,5,14,2,1,1,4,Lost
10320,60,81,379,5,5,5,15,Champions
10404,2,127,514,5,5,5,15,Champions
10444,273,5,7,3,1,1,5,Casual Users
10595,690,25,104,2,4,4,10,At Risk
10718,968,5,6,2,1,1,4,Lost
10752,17,5,11,5,1,1,7,Promising
10830,14,15,24,5,3,2,10,Loyal Users
10965,21,10,24,5,2,2,9,Promising
11012,352,52,82,3,5,4,12,Loyal Users
11019,812,6,7,2,1,1,4,Lost
11114,1976,6,98,1,1,4,6,Lost
11551,108,21,38,4,3,3,10,Loyal Users
11651,511,24,70,2,4,4,10,At Risk
11712,7,52,79,5,5,4,14,Champions
11866,1553,7,11,1,2,1,4,Lost
11987,101,22,44,4,4,3,11,Loyal Users
12052,161,27,49,4,4,3,11,Loyal Users
12953,2282,7,17,1,2,2,5,Lost
13043,293,15,42,3,3,3,9,Loyal Users
13252,108,20,52,4,3,3,10,Loyal Users
13425,1280,17,52,1,3,3,7,Casual Users
13436,987,64,100,2,5,4,11,At Risk
13580,1205,13,102,2,3,4,9,Casual Users
95,2321,5,8,1,1,1,3,Lost
411,15,47,259,5,5,5,15,Champions
477,3635,21,81,1,3,4,8,Casual Users
482,125,32,46,4,4,3,11,Loyal Users
740,208,37,186,3,4,5,12,Loyal Users
968,3136,7,14,1,2,1,4,Lost
1423,134,10,13,4,2,1,7,Promising
1687,2951,8,16,1,2,2,5,Lost
1740,657,12,27,2,3,2,7,Casual Users
1784,5360,7,16,1,2,2,5,Lost
2009,6029,5,15,1,1,1,3,Lost
2123,496,12,44,2,3,3,8,Casual Users
2133,19,142,284,5,5,5,15,Champions
2145,14,50,157,5,5,5,15,Champions
2217,1997,10,14,1,2,1,4,Lost
2359,33,10,21,5,2,2,9,Promising
2669,720,7,9,2,2,1,5,Lost
3241,113,33,61,4,4,3,11,Loyal Users
3868,420,19,69,3,3,4,10,Loyal Users
4063,105,9,18,4,2,2,8,Promising
4187,726,13,53,2,3,3,8,Casual Users
4493,109,103,579,4,5,5,14,Champions
4533,2246,10,23,1,2,2,5,Lost
4825,170,5,18,3,1,2,6,Casual Users
4887,223,57,137,3,5,4,12,Loyal Users
4913,123,12,22,4,3,2,9,Loyal Users
5045,39,25,124,5,4,4,13,Champions
5321,160,12,25,4,3,2,9,Loyal Users
5813,264,39,85,3,4,4,11,Loyal Users
5857,719,12,13,2,3,1,6,Casual Users
5872,863,7,12,2,2,1,5,Lost
5927,135,82,97,4,5,4,13,Champions
6000,116,54,250,4,5,5,14,Champions
6290,12,156,349,5,5,5,15,Champions
6843,265,84,103,3,5,4,12,Loyal Users
7163,2813,8,33,1,2,3,6,Lost
7318,259,9,45,3,2,3,8,Casual Users
7430,27,53,275,5,5,5,15,Champions
7826,271,20,79,3,3,4,10,Loyal Users
8794,698,6,6,2,1,1,4,Lost
9085,406,6,15,3,1,1,5,Casual Users
9263,407,5,9,3,1,1,5,Casual Users
9569,523,8,20,2,2,2,6,Lost
9676,137,18,33,4,3,3,10,Loyal Users
9684,311,16,45,3,3,3,9,Loyal Users
9774,134,106,699,4,5,5,14,Champions
10066,177,36,105,3,4,4,11,Loyal Users
10238,794,9,9,2,2,1,5,Lost
10375,106,61,109,4,5,4,13,Champions
10880,4837,7,17,1,2,2,5,Lost
10920,132,43,85,4,4,4,12,Champions
10993,107,41,52,4,4,3,11,Loyal Users
11077,141,103,235,4,5,5,14,Champions
11104,4018,6,6,1,1,1,3,Lost
11137,2,30,136,5,4,4,13,Champions
11582,5556,9,24,1,2,2,5,Lost
11653,1557,5,11,1,1,1,3,Lost
11843,422,13,39,3,3,3,9,Loyal Users
11898,190,10,13,3,2,1,6,Casual Users
11980,117,104,197,4,5,5,14,Champions
12497,68,21,37,5,3,3,11,Loyal Users
12610,796,5,41,2,1,3,6,Lost
12835,133,160,609,4,5,5,14,Champions
13035,154,13,26,4,3,2,9,Loyal Users
13131,10,30,55,5,4,3,12,Loyal Users
29,90,52,216,4,5,5,14,Champions
226,1093,30,54,2,4,3,9,At Risk
390,107,14,76,4,3,4,11,Loyal Users
651,39,35,121,5,4,4,13,Champions
741,435,11,19,3,2,2,7,Casual Users
789,3541,7,10,1,2,1,4,Lost
1038,2463,7,10,1,2,1,4,Lost
1439,38,99,283,5,5,5,15,Champions
1570,2305,5,11,1,1,1,3,Lost
2139,418,24,105,3,4,4,11,Loyal Users
2165,1432,7,16,1,2,2,5,Lost
2453,201,41,132,3,4,4,11,Loyal Users
2541,157,32,70,4,4,4,12,Champions
2860,151,61,137,4,5,4,13,Champions
2948,129,17,24,4,3,2,9,Loyal Users
3136,124,5,28,4,1,2,7,Promising
3288,207,13,37,3,3,3,9,Loyal Users
3848,301,13,39,3,3,3,9,Loyal Users
4499,182,79,258,3,5,5,13,Loyal Users
4563,975,5,10,2,1,1,4,Lost
5312,238,80,198,3,5,5,13,Loyal Users
5368,1696,5,17,1,1,2,4,Lost
5498,101,118,773,4,5,5,14,Champions
5672,306,22,30,3,4,2,9,Loyal Users
5888,604,47,189,2,5,5,12,At Risk
6632,887,35,106,2,4,4,10,At Risk
6919,18,119,242,5,5,5,15,Champions
7419,2393,19,97,1,3,4,8,Casual Users
7771,275,22,29,3,4,2,9,Loyal Users
8028,1809,16,35,1,3,3,7,Casual Users
8727,1595,10,42,1,2,3,6,Lost
8804,614,7,25,2,2,2,6,Lost
8817,101,45,83,4,4,4,12,Champions
8878,181,79,194,3,5,5,13,Loyal Users
9257,0,65,188,5,5,5,15,Champions
9367,739,15,30,2,3,2,7,Casual Users
9605,45,37,66,5,4,4,13,Champions
9949,385,64,115,3,5,4,12,Loyal Users
9975,566,8,13,2,2,1,5,Lost
10059,251,21,41,3,3,3,9,Loyal Users
10146,4987,10,27,1,2,2,5,Lost
10601,408,8,25,3,2,2,7,Casual Users
10603,431,7,14,3,2,1,6,Casual Users
10763,5525,7,7,1,2,1,4,Lost
10771,424,18,40,3,3,3,9,Loyal Users
11006,112,48,201,4,5,5,14,Champions
11384,67,50,106,5,5,4,14,Champions
11622,512,69,113,2,5,4,11,At Risk
12009,661,29,58,2,4,3,9,At Risk
12049,2688,5,50,1,1,3,5,Lost
12082,1086,6,18,2,1,2,5,Lost
12277,112,74,249,4,5,5,14,Champions
12454,1,22,83,5,4,4,13,Champions
12741,2598,12,30,1,3,2,6,Casual Users
13253,1224,8,22,2,2,2,6,Lost
464,510,33,142,2,4,4,10,At Risk
526,531,58,391,2,5,5,12,At Risk
528,141,77,261,4,5,5,14,Champions
558,965,10,12,2,2,1,5,Lost
1221,146,45,131,4,4,4,12,Champions
1289,4163,5,8,1,1,1,3,Lost
2125,230,12,34,3,3,3,9,Loyal Users
2291,256,15,24,3,3,2,8,Loyal Users
2749,144,31,84,4,4,4,12,Champions
2862,72,25,38,4,4,3,11,Loyal Users
2981,92,31,34,4,4,3,11,Loyal Users
3177,1,24,48,5,4,3,12,Loyal Users
3189,61,15,25,5,3,2,10,Loyal Users
3322,30,45,98,5,4,4,13,Champions
3845,408,7,8,3,2,1,6,Casual Users
3911,176,41,171,3,4,5,12,Loyal Users
4084,801,11,20,2,2,2,6,Lost
4098,175,72,269,3,5,5,13,Loyal Users
4841,3171,6,6,1,1,1,3,Lost
4878,1467,18,133,1,3,4,8,Casual Users
4945,2168,24,44,1,4,3,8,At Risk
5181,1171,18,135,2,3,4,9,Casual Users
5475,182,22,26,3,4,2,9,Loyal Users
5757,10,45,201,5,4,5,14,Champions
6236,440,9,25,3,2,2,7,Casual Users
6377,55,19,45,5,3,3,11,Loyal Users
6725,113,23,35,4,4,3,11,Loyal Users
6757,227,9,11,3,2,1,6,Casual Users
6875,4530,6,15,1,1,1,3,Lost
7336,375,9,15,3,2,1,6,Casual Users
7563,256,15,51,3,3,3,9,Loyal Users
7716,69,82,269,5,5,5,15,Champions
8436,23,42,82,5,4,4,13,Champions
8576,2812,6,18,1,1,2,4,Lost
8695,76,116,663,4,5,5,14,Champions
8752,633,19,46,2,3,3,8,Casual Users
9003,950,9,16,2,2,2,6,Lost
9063,423,57,90,3,5,4,12,Loyal Users
9137,101,13,217,4,3,5,12,Loyal Users
9183,294,10,26,3,2,2,7,Casual Users
9248,13,84,241,5,5,5,15,Champions
9531,111,6,7,4,1,1,6,Promising
9969,165,57,284,4,5,5,14,Champions
9970,67,79,362,5,5,5,15,Champions
10023,199,45,221,3,4,5,12,Loyal Users
10244,1731,7,8,1,2,1,4,Lost
10360,415,7,22,3,2,2,7,Casual Users
10629,30,20,79,5,3,4,12,Loyal Users
10818,139,12,20,4,3,2,9,Loyal Users
10848,24,74,498,5,5,5,15,Champions
11060,131,43,101,4,4,4,12,Champions
11167,3070,6,12,1,1,1,3,Lost
11176,121,67,287,4,5,5,14,Champions
11216,668,5,11,2,1,1,4,Lost
11329,564,6,7,2,1,1,4,Lost
11964,436,5,17,3,1,2,6,Casual Users
12180,1410,12,30,1,3,2,6,Casual Users
12208,270,64,147,3,5,5,13,Loyal Users
12215,1205,20,51,2,3,3,8,Casual Users
12784,460,19,36,3,3,3,9,Loyal Users
12858,22,13,19,5,3,2,10,Loyal Users
12876,330,25,58,3,4,3,10,Loyal Users
13058,575,37,214,2,4,5,11,At Risk
21,2174,13,19,1,3,2,6,Casual Users
214,705,12,22,2,3,2,7,Casual Users
653,444,10,21,3,2,2,7,Casual Users
710,84,126,764,4,5,5,14,Champions
1177,742,22,62,2,4,3,9,At Risk
1393,257,10,15,3,2,1,6,Casual Users
1409,129,86,335,4,5,5,14,Champions
1514,377,34,83,3,4,4,11,Loyal Users
1523,780,5,6,2,1,1,4,Lost
1578,3028,6,7,1,1,1,3,Lost
1587,90,27,53,4,4,3,11,Loyal Users
1801,4259,8,19,1,2,2,5,Lost
2074,9,121,263,5,5,5,15,Champions
2201,405,6,14,3,1,1,5,Casual Users
2636,126,59,63,4,5,4,13,Champions
2708,219,11,90,3,2,4,9,Casual Users
3064,443,35,51,3,4,3,10,Loyal Users
3253,1836,8,11,1,2,1,4,Lost
3599,987,7,13,2,2,1,5,Lost
3713,110,5,44,4,1,3,8,Promising
3847,1140,5,6,2,1,1,4,Lost
4051,136,34,106,4,4,4,12,Champions
4502,127,16,25,4,3,2,9,Loyal Users
4566,130,10,53,4,2,3,9,Promising
4678,422,7,10,3,2,1,6,Casual Users
4691,6,80,175,5,5,5,15,Champions
4792,1007,20,31,2,3,2,7,Casual Users
5161,1,9,41,5,2,3,10,Promising
5185,689,20,45,2,3,3,8,Casual Users
5290,1012,95,148,2,5,5,12,At Risk
5822,27,37,71,5,4,4,13,Champions
5830,620,31,96,2,4,4,10,At Risk
6368,26,63,251,5,5,5,15,Champions
6461,10,55,88,5,5,4,14,Champions
6483,16,55,365,5,5,5,15,Champions
6487,253,6,17,3,1,2,6,Casual Users
6845,162,35,92,4,4,4,12,Champions
7017,100,16,42,4,3,3,10,Loyal Users
7061,2804,59,84,1,5,4,10,At Risk
7276,252,6,7,3,1,1,5,Casual Users
7322,110,133,553,4,5,5,14,Champions
7358,193,31,92,3,4,4,11,Loyal Users
7405,75,44,64,4,4,4,12,Champions
7414,242,76,236,3,5,5,13,Loyal Users
7623,137,10,57,4,2,3,9,Promising
7675,28,62,129,5,5,4,14,Champions
7738,1810,5,8,1,1,1,3,Lost
7853,210,8,10,3,2,1,6,Casual Users
8026,4426,34,230,1,4,5,10,At Risk
8038,377,13,53,3,3,3,9,Loyal Users
8099,712,17,19,2,3,2,7,Casual Users
8188,691,9,17,2,2,2,6,Lost
9200,16,11,25,5,2,2,9,Promising
9449,2419,5,13,1,1,1,3,Lost
9587,242,120,355,3,5,5,13,Loyal Users
10296,4453,8,29,1,2,2,5,Lost
10441,704,32,49,2,4,3,9,At Risk
11065,3356,9,17,1,2,2,5,Lost
11084,845,5,5,2,1,1,4,Lost
11265,3031,5,7,1,1,1,3,Lost
11366,669,6,11,2,1,1,4,Lost
12101,2105,6,7,1,1,1,3,Lost
12280,31,9,9,5,2,1,8,Promising
12551,147,19,87,4,3,4,11,Loyal Users
12563,599,7,14,2,2,1,5,Lost
12739,1370,5,6,1,1,1,3,Lost
12938,2,21,187,5,3,5,13,Loyal Users
13079,3421,16,39,1,3,3,7,Casual Users
13196,102,52,121,4,5,4,13,Champions
13246,106,17,19,4,3,2,9,Loyal Users
13336,803,5,9,2,1,1,4,Lost
13358,3367,8,12,1,2,1,4,Lost
13559,846,19,60,2,3,3,8,Casual Users
323,1702,14,21,1,3,2,6,Casual Users
550,157,15,20,4,3,2,9,Loyal Users
1079,1,36,82,5,4,4,13,Champions
1153,114,12,21,4,3,2,9,Loyal Users
1283,3073,5,8,1,1,1,3,Lost
1327,97,14,18,4,3,2,9,Loyal Users
1345,3406,6,21,1,1,2,4,Lost
1465,1077,7,11,2,2,1,5,Lost
1548,18,13,22,5,3,2,10,Loyal Users
1552,11,99,276,5,5,5,15,Champions
1648,4292,5,7,1,1,1,3,Lost
1911,104,86,424,4,5,5,14,Champions
2116,147,19,102,4,3,4,11,Loyal Users
2250,1138,17,43,2,3,3,8,Casual Users
2544,899,11,20,2,2,2,6,Lost
2843,670,8,19,2,2,2,6,Lost
2868,2450,5,25,1,1,2,4,Lost
2922,424,50,114,3,5,4,12,Loyal Users
2955,828,9,16,2,2,2,6,Lost
3165,393,21,42,3,3,3,9,Loyal Users
